id,pcode,Manucipality,typhoon,Year,Totally,Partially,total
2539,PH023127000,SAN AGUSTIN,Haima,2016,1,16,17
2540,PH023128000,SAN GUILLERMO,Haima,2016,1,61,62
2541,PH023129000,SAN ISIDRO,Haima,2016,17,132,149
2542,PH023130000,SAN MANUEL,Haima,2016,67,835,902
2543,PH023131000,SAN MARIANO,Haima,2016,1,1,2
2544,PH023132000,SAN MATEO,Haima,2016,1,1,2
2545,PH023133000,SAN PABLO,Haima,2016,173,1484,1657
2546,PH023134000,SANTA MARIA,Haima,2016,1087,3411,4498
2547,PH023135000,CITY OF SANTIAGO,Haima,2016,1,19,20
2548,PH023136000,SANTO TOMAS,Haima,2016,567,1571,2138
2549,PH023137000,TUMAUINI,Haima,2016,877,7442,8319
2550,PH025001000,AMBAGUIO,Haima,2016,1,92,93
2551,PH025002000,ARITAO,Haima,2016,1,74,75
2552,PH025003000,BAGABAG,Haima,2016,1,1,2
2553,PH025004000,BAMBANG,Haima,2016,4,11,15
2554,PH025005000,BAYOMBONG (Capital),Haima,2016,4,43,47
2555,PH025006000,DIADI,Haima,2016,1,1,2
2556,PH025007000,DUPAX DEL NORTE,Haima,2016,1,10,11
2557,PH025008000,DUPAX DEL SUR,Haima,2016,1,1,2
2558,PH025009000,KASIBU,Haima,2016,1,1,2
2559,PH025010000,KAYAPA,Haima,2016,3,266,269
2560,PH025011000,QUEZON,Haima,2016,1,1,2
2561,PH025012000,SANTA FE,Haima,2016,1,1,2
2562,PH025013000,SOLANO,Haima,2016,2,31,33
2563,PH025014000,VILLAVERDE,Haima,2016,1,1,2
2564,PH025015000,ALFONSO CASTANEDA,Haima,2016,1,1,2
2565,PH025701000,AGLIPAY,Haima,2016,1,180,181
2566,PH025702000,CABARROGUIS (Capital),Haima,2016,1,46,47
2567,PH025703000,DIFFUN,Haima,2016,1,10,11
2568,PH025704000,MADDELA,Haima,2016,1,4,5
2569,PH025705000,SAGUDAY,Haima,2016,1,15,16
2570,PH025706000,NAGTIPUNAN,Haima,2016,1,110,111
2571,PH031407000,CALUMPIT,Haima,2016,1,1,2
2572,PH031421000,SAN MIGUEL,Haima,2016,1,1,2
2573,PH034902000,BONGABON,Haima,2016,1,1,2
2574,PH034903000,CABANATUAN CITY,Haima,2016,1,1,2
2575,PH034908000,CITY OF GAPAN,Haima,2016,1,1,2
2576,PH034914000,LICAB,Haima,2016,1,1,2
2577,PH034919000,PALAYAN CITY (Capital),Haima,2016,1,1,2
2578,PH034920000,PANTABANGAN,Haima,2016,1,1,2
2579,PH034922000,QUEZON,Haima,2016,1,1,2
2580,PH034925000,SAN ISIDRO,Haima,2016,1,1,2
2581,PH034932000,ZARAGOZA,Haima,2016,1,1,2
2582,PH035402000,APALIT,Haima,2016,1,1,2
2583,PH035405000,CANDABA,Haima,2016,1,1,2
2584,PH035408000,LUBAO,Haima,2016,1,1,2
2585,PH035410000,MACABEBE,Haima,2016,1,1,2
2586,PH035412000,MASANTOL,Haima,2016,1,1,2
2587,PH035418000,SAN SIMON,Haima,2016,1,1,2
2588,PH036906000,GERONA,Haima,2016,1,2,3
2589,PH036907000,LA PAZ,Haima,2016,1,1,2
2590,PH036909000,MONCADA,Haima,2016,1,1,2
2591,PH036910000,PANIQUI,Haima,2016,1,1,2
2592,PH036911000,PURA,Haima,2016,1,1,2
2593,PH036912000,RAMOS,Haima,2016,1,4,5
2594,PH036914000,SAN MANUEL,Haima,2016,1,1,2
2595,PH037106000,MASINLOC,Haima,2016,1,1,2
2596,PH037113000,SANTA CRUZ,Haima,2016,1,1,2
2597,PH037701000,BALER (Capital),Haima,2016,1,1,2
2598,PH037702000,CASIGURAN,Haima,2016,1,81,82
2599,PH037703000,DILASAG,Haima,2016,1,4,5
2600,PH037704000,DINALUNGAN,Haima,2016,4,63,67
2601,PH037705000,DINGALAN,Haima,2016,1,1,2
2602,PH037706000,DIPACULAO,Haima,2016,1,1,2
2603,PH037707000,MARIA AURORA,Haima,2016,1,1,2
2604,PH037708000,SAN LUIS,Haima,2016,1,1,2
2605,PH051612000,VINZONS,Haima,2016,1,1,2
2606,PH140101000,BANGUED (Capital),Haima,2016,85,699,784
2607,PH140102000,BOLINEY,Haima,2016,1,43,44
2608,PH140103000,BUCAY,Haima,2016,83,1166,1249
2609,PH140104000,BUCLOC,Haima,2016,3,35,38
2610,PH140105000,DAGUIOMAN,Haima,2016,1,9,10
2611,PH140106000,DANGLAS,Haima,2016,76,247,323
2612,PH140107000,DOLORES,Haima,2016,25,356,381
2613,PH140108000,LA PAZ,Haima,2016,27,405,432
2614,PH140109000,LACUB,Haima,2016,1,1,2
2615,PH140110000,LAGANGILANG,Haima,2016,33,495,528
2616,PH140111000,LAGAYAN,Haima,2016,64,369,433
2617,PH140112000,LANGIDEN,Haima,2016,26,193,219
2618,PH140113000,LICUAN-BAAY (LICUAN),Haima,2016,2,55,57
2619,PH140114000,LUBA,Haima,2016,1,102,103
2620,PH140115000,MALIBCONG,Haima,2016,1,47,48
2621,PH140116000,MANABO,Haima,2016,23,472,495
2622,PH140117000,PEÃ¯Â¿Â½Ã¯Â¿Â½ARRUBIA,Haima,2016,36,179,215
2623,PH140118000,PIDIGAN,Haima,2016,63,806,869
2624,PH140119000,PILAR,Haima,2016,2,21,23
2625,PH140120000,SALLAPADAN,Haima,2016,9,290,299
2626,PH140121000,SAN ISIDRO,Haima,2016,1,311,312
2627,PH140122000,SAN JUAN,Haima,2016,1,40,41
2628,PH140123000,SAN QUINTIN,Haima,2016,29,216,245
2629,PH140124000,TAYUM,Haima,2016,35,653,688
2630,PH140125000,TINEG,Haima,2016,4,47,51
2631,PH140126000,TUBO,Haima,2016,1,1,2
2632,PH140127000,VILLAVICIOSA,Haima,2016,68,378,446
2633,PH141101000,ATOK,Haima,2016,1,15,16
2634,PH141102000,BAGUIO CITY,Haima,2016,12,171,183
2635,PH141103000,BAKUN,Haima,2016,2,65,67
2636,PH141104000,BOKOD,Haima,2016,16,223,239
2637,PH141105000,BUGUIAS,Haima,2016,19,226,245
2638,PH141106000,ITOGON,Haima,2016,4,185,189
2639,PH141107000,KABAYAN,Haima,2016,5,29,34
2640,PH141108000,KAPANGAN,Haima,2016,8,79,87
2641,PH141109000,KIBUNGAN,Haima,2016,23,210,233
2642,PH141110000,LA TRINIDAD (Capital),Haima,2016,6,6,12
2643,PH141111000,MANKAYAN,Haima,2016,6,183,189
2644,PH141112000,SABLAN,Haima,2016,7,62,69
2645,PH141113000,TUBA,Haima,2016,6,41,47
2646,PH141114000,TUBLAY,Haima,2016,3,115,118
2647,PH142701000,BANAUE,Haima,2016,11,395,406
2648,PH142702000,HUNGDUAN,Haima,2016,6,79,85
2649,PH142703000,KIANGAN,Haima,2016,12,57,69
2650,PH142704000,LAGAWE (Capital),Haima,2016,1,33,34
2651,PH142705000,LAMUT,Haima,2016,9,42,51
2652,PH142706000,MAYOYAO,Haima,2016,1,33,34
2653,PH142707000,ALFONSO LISTA (POTIA),Haima,2016,1,74,75
2654,PH142708000,AGUINALDO,Haima,2016,1,167,168
2655,PH142709000,HINGYON,Haima,2016,3,101,104
2656,PH142710000,TINOC,Haima,2016,1,19,20
2657,PH142711000,ASIPULO,Haima,2016,1,8,9
2658,PH143201000,BALBALAN,Haima,2016,16,284,300
2659,PH143206000,LUBUAGAN,Haima,2016,9,700,709
2660,PH143208000,PASIL,Haima,2016,24,123,147
2661,PH143209000,PINUKPUK,Haima,2016,342,3475,3817
2662,PH143211000,RIZAL (LIWAN),Haima,2016,527,1920,2447
2663,PH143213000,CITY OF TABUK (Capital),Haima,2016,667,4934,5601
2664,PH143214000,TANUDAN,Haima,2016,2,74,76
2665,PH143215000,TINGLAYAN,Haima,2016,14,149,163
2666,PH144401000,BARLIG,Haima,2016,7,66,73
2667,PH144402000,BAUKO,Haima,2016,7,254,261
2668,PH144403000,BESAO,Haima,2016,4,169,173
2669,PH144404000,BONTOC (Capital),Haima,2016,5,55,60
2670,PH144405000,NATONIN,Haima,2016,1,217,218
2671,PH144406000,PARACELIS,Haima,2016,25,430,455
2672,PH144407000,SABANGAN,Haima,2016,6,130,136
2673,PH144408000,SADANGA,Haima,2016,5,183,188
2674,PH144409000,SAGADA,Haima,2016,4,185,189
2675,PH144410000,TADIAN,Haima,2016,7,214,221
2676,PH148101000,CALANASAN (BAYAG),Haima,2016,27,402,429
2677,PH148102000,CONNER,Haima,2016,163,4112,4275
2678,PH148103000,FLORA,Haima,2016,22,1737,1759
2679,PH148104000,KABUGAO (Capital),Haima,2016,80,1186,1266
2680,PH148105000,LUNA,Haima,2016,65,3600,3665
2681,PH148106000,PUDTOL,Haima,2016,114,1341,1455
2682,PH148107000,SANTA MARCELA,Haima,2016,97,1092,1189
2683,PH041033000,TINGLOY,Nock-Ten,2016,250,1303,1553
2684,PH045601000,AGDANGAN,Nock-Ten,2016,2,41,43
2685,PH045603000,ATIMONAN,Nock-Ten,2016,5,5,10
2686,PH045605000,BUENAVISTA,Nock-Ten,2016,45,1231,1276
2687,PH045610000,CATANAUAN,Nock-Ten,2016,77,1654,1731
2688,PH045616000,GENERAL LUNA,Nock-Ten,2016,33,594,627
2689,PH045622000,LOPEZ,Nock-Ten,2016,2,3,5
2690,PH045625000,MACALELON,Nock-Ten,2016,1,207,208
2691,PH045628000,MULANAY,Nock-Ten,2016,774,3343,4117
2692,PH045634000,PITOGO,Nock-Ten,2016,4,1139,1143
2693,PH045640000,SAN ANDRES,Nock-Ten,2016,590,3102,3692
2694,PH045641000,SAN ANTONIO,Nock-Ten,2016,2,2,4
2695,PH045642000,SAN FRANCISCO (AURORA),Nock-Ten,2016,1745,14537,16282
2696,PH045644000,SAN NARCISO,Nock-Ten,2016,1447,2509,3956
2697,PH045649000,UNISAN,Nock-Ten,2016,1,38,39
2698,PH050501000,BACACAY,Nock-Ten,2016,487,2713,3200
2699,PH050502000,CAMALIG,Nock-Ten,2016,42,817,859
2700,PH050503000,DARAGA (LOCSIN),Nock-Ten,2016,4,49,53
2701,PH050507000,LIBON,Nock-Ten,2016,1550,3950,5500
2702,PH050508000,CITY OF LIGAO,Nock-Ten,2016,590,1,591
2703,PH050509000,MALILIPOT,Nock-Ten,2016,529,2677,3206
2704,PH050512000,OAS,Nock-Ten,2016,2500,6000,8500
2705,PH050513000,PIO DURAN,Nock-Ten,2016,22,280,302
2706,PH050514000,POLANGUI,Nock-Ten,2016,5438,10480,15918
2707,PH050515000,RAPU-RAPU,Nock-Ten,2016,244,1515,1759
2708,PH050516000,SANTO DOMINGO (LIBOG),Nock-Ten,2016,395,636,1031
2709,PH050517000,CITY OF TABACO,Nock-Ten,2016,3706,8694,12400
2710,PH050518000,TIWI,Nock-Ten,2016,3395,6770,10165
2711,PH051701000,BAAO,Nock-Ten,2016,476,1826,2302
2712,PH051702000,BALATAN,Nock-Ten,2016,1018,4540,5558
2713,PH051703000,BATO,Nock-Ten,2016,1381,4675,6056
2714,PH051705000,BUHI,Nock-Ten,2016,4125,7831,11956
2715,PH051710000,CANAMAN,Nock-Ten,2016,512,3012,3524
2716,PH051713000,GAINZA,Nock-Ten,2016,4,53,57
2717,PH051714000,GARCHITORENA,Nock-Ten,2016,51,1404,1455
2718,PH051715000,GOA,Nock-Ten,2016,308,1394,1702
2719,PH051716000,IRIGA CITY,Nock-Ten,2016,3760,10016,13776
2720,PH051717000,LAGONOY,Nock-Ten,2016,557,3271,3828
2721,PH051718000,LIBMANAN,Nock-Ten,2016,567,5676,6243
2722,PH051719000,LUPI,Nock-Ten,2016,521,33,554
2723,PH051720000,MAGARAO,Nock-Ten,2016,594,1433,2027
2724,PH051721000,MILAOR,Nock-Ten,2016,3168,896,4064
2725,PH051722000,MINALABAC,Nock-Ten,2016,3395,5884,9279
2726,PH051725000,OCAMPO,Nock-Ten,2016,1911,2628,4539
2727,PH051726000,PAMPLONA,Nock-Ten,2016,758,4248,5006
2728,PH051727000,PASACAO,Nock-Ten,2016,1650,3918,5568
2729,PH051728000,PILI (Capital),Nock-Ten,2016,5047,8603,13650
2730,PH051729000,PRESENTACION (PARUBCAN),Nock-Ten,2016,561,1803,2364
2731,PH051730000,RAGAY,Nock-Ten,2016,23,150,173
2732,PH051731000,SAGÃ¯Â¿Â½Ã¯Â¿Â½AY,Nock-Ten,2016,3894,3907,7801
2733,PH051733000,SAN JOSE,Nock-Ten,2016,2564,4349,6913
2734,PH051734000,SIPOCOT,Nock-Ten,2016,9,45,54
2735,PH051735000,SIRUMA,Nock-Ten,2016,404,2383,2787
2736,PH051736000,TIGAON,Nock-Ten,2016,6295,8990,15285
2737,PH051737000,TINAMBAC,Nock-Ten,2016,138,1120,1258
2738,PH052001000,BAGAMANOC,Nock-Ten,2016,33,1295,1328
2739,PH052002000,BARAS,Nock-Ten,2016,1160,2404,3564
2740,PH052003000,BATO,Nock-Ten,2016,1493,3375,4868
2741,PH052004000,CARAMORAN,Nock-Ten,2016,109,501,610
2742,PH052005000,GIGMOTO,Nock-Ten,2016,189,671,860
2743,PH052006000,PANDAN,Nock-Ten,2016,16,164,180
2744,PH052007000,PANGANIBAN (PAYO),Nock-Ten,2016,47,953,1000
2745,PH052008000,SAN ANDRES (CALOLBON),Nock-Ten,2016,2112,3381,5493
2746,PH052010000,VIGA,Nock-Ten,2016,1404,3272,4676
2747,PH052011000,VIRAC (Capital),Nock-Ten,2016,2486,7117,9603
2748,PH056216000,CITY OF SORSOGON (Capital),Nock-Ten,2016,6,61,67
2749,PH174001000,BOAC (Capital),Nock-Ten,2016,1149,5672,6821
2750,PH174002000,BUENAVISTA,Nock-Ten,2016,843,3675,4518
2751,PH174003000,GASAN,Nock-Ten,2016,699,4137,4836
2752,PH174004000,MOGPOG,Nock-Ten,2016,1012,3669,4681
2753,PH174005000,SANTA CRUZ,Nock-Ten,2016,1402,6223,7625
2754,PH174006000,TORRIJOS,Nock-Ten,2016,743,4300,5043
2755,PH175101000,ABRA DE ILOG,Nock-Ten,2016,1,1,2
2756,PH175103000,LOOC,Nock-Ten,2016,1,18,19
2757,PH175104000,LUBANG,Nock-Ten,2016,6,314,320
2758,PH175201000,BACO,Nock-Ten,2016,466,2399,2865
2759,PH175205000,CITY OF CALAPAN (Capital),Nock-Ten,2016,999,4067,5066
2760,PH175208000,NAUJAN,Nock-Ten,2016,566,186,752
2761,PH175211000,PUERTO GALERA,Nock-Ten,2016,512,1368,1880
2762,PH175213000,SAN TEODORO,Nock-Ten,2016,199,700,899
2763,PH175214000,SOCORRO,Nock-Ten,2016,1,2,3
2764,PH175215000,VICTORIA,Nock-Ten,2016,8,236,244
2765,PH012801000,Adams,Mangkhut,2018,1,297,298
2766,PH012802000,Bacarra,Mangkhut,2018,22,1834,1856
2767,PH012803000,Badoc,Mangkhut,2018,194,2543,2737
2768,PH012804000,Bangui,Mangkhut,2018,17,1149,1166
2769,PH012811000,Banna (Espiritu),Mangkhut,2018,46,776,822
2770,PH012805000,CITY OF BATAC,Mangkhut,2018,28,2798,2826
2771,PH012806000,Burgos,Mangkhut,2018,27,588,615
2772,PH012807000,Carasi,Mangkhut,2018,0,29,29
2773,PH012808000,Currimao,Mangkhut,2018,37,783,820
2774,PH012809000,Dingras,Mangkhut,2018,31,540,571
2775,PH012810000,Dumalneg,Mangkhut,2018,3,108,111
2776,PH012812000,LAOAG CITY (Capital),Mangkhut,2018,355,3799,4154
2777,PH012813000,Marcos,Mangkhut,2018,33,747,780
2778,PH012814000,Nueva Era,Mangkhut,2018,52,677,729
2779,PH012815000,Pagudpud,Mangkhut,2018,106,2588,2694
2780,PH012816000,Paoay,Mangkhut,2018,110,1974,2084
2781,PH012817000,Pasuquin,Mangkhut,2018,62,1521,1583
2782,PH012818000,Piddig,Mangkhut,2018,26,399,425
2783,PH012819000,Pinili,Mangkhut,2018,37,1052,1089
2784,PH012820000,San Nicolas,Mangkhut,2018,70,989,1059
2785,PH012821000,Sarrat,Mangkhut,2018,30,643,673
2786,PH012822000,Solsona,Mangkhut,2018,18,218,236
2787,PH012823000,Vintar,Mangkhut,2018,24,1163,1187
2788,PH012901000,Alilem,Mangkhut,2018,1,84,85
2789,PH012902000,Banayoyo,Mangkhut,2018,55,862,917
2790,PH012903000,Bantay,Mangkhut,2018,50,789,839
2791,PH012903999,BURGOS,Mangkhut,2018,42,1418,1460
2792,PH012905000,Cabugao,Mangkhut,2018,121,4353,4474
2793,PH012906000,CITY OF CANDON,Mangkhut,2018,33,2520,2553
2794,PH012907000,Caoayan,Mangkhut,2018,41,1383,1424
2795,PH012908000,Cervantes,Mangkhut,2018,3,291,294
2796,PH012909000,Galimuyod,Mangkhut,2018,17,595,612
2797,PH012910000,Gregorio del Pilar (Concepcion),Mangkhut,2018,9,235,244
2798,PH012911000,Lidlidda,Mangkhut,2018,7,284,291
2799,PH012912000,Magsingal,Mangkhut,2018,151,2267,2418
2800,PH012913000,Nagbukel,Mangkhut,2018,6,65,71
2801,PH012914000,Narvacan,Mangkhut,2018,63,3791,3854
2802,PH012915000,Quirino (Angkaki),Mangkhut,2018,7,162,169
2803,PH012916000,Salcedo (Baugen),Mangkhut,2018,3,54,57
2804,PH012917000,San Emilio,Mangkhut,2018,9,0,9
2805,PH012918000,San Esteban,Mangkhut,2018,2,1407,1409
2806,PH012919000,San Ildefonso,Mangkhut,2018,0,258,258
2807,PH012920000,San Juan (Lapog),Mangkhut,2018,52,1208,1260
2808,PH012921000,San Vicente,Mangkhut,2018,22,341,363
2809,PH012922000,Santa,Mangkhut,2018,33,880,913
2810,PH012923000,Santa Catalina,Mangkhut,2018,28,1033,1061
2811,PH012924000,Santa Cruz,Mangkhut,2018,27,815,842
2812,PH012925000,Santa Lucia,Mangkhut,2018,49,2409,2458
2813,PH012926000,Santa Maria,Mangkhut,2018,57,2826,2883
2814,PH012927000,Santiago,Mangkhut,2018,111,1851,1962
2815,PH012928000,Santo Domingo,Mangkhut,2018,54,1797,1851
2816,PH012929000,Sigay,Mangkhut,2018,0,33,33
2817,PH012930000,Sinait,Mangkhut,2018,162,1635,1797
2818,PH012931000,Sugpon,Mangkhut,2018,0,31,31
2819,PH012932000,Suyo,Mangkhut,2018,5,340,345
2820,PH012933000,Tagudin,Mangkhut,2018,34,1163,1197
2821,PH012934000,CITY OF VIGAN (Capital),Mangkhut,2018,101,2189,2290
2822,PH013301000,Agoo,Mangkhut,2018,21,744,765
2823,PH013302000,Aringay,Mangkhut,2018,80,321,401
2824,PH013303000,Bacnotan,Mangkhut,2018,6,1016,1022
2825,PH013304000,Bagulin,Mangkhut,2018,12,468,480
2826,PH013305000,Balaoan,Mangkhut,2018,8,143,151
2827,PH013306000,Bangar,Mangkhut,2018,255,207,462
2828,PH013307000,Bauang,Mangkhut,2018,17,598,615
2829,PH013307999,Burgos,Mangkhut,2018,2,70,72
2830,PH013309000,Caba,Mangkhut,2018,126,431,557
2831,PH013310000,Luna,Mangkhut,2018,10,1020,1030
2832,PH013311000,Naguilian,Mangkhut,2018,74,753,827
2833,PH013312000,Pugo,Mangkhut,2018,2,8,10
2834,PH013313000,Rosario,Mangkhut,2018,23,95,118
2835,PH013314000,CITY OF SAN FERNANDO (Capital),Mangkhut,2018,10,238,248
2836,PH013315000,San Gabriel,Mangkhut,2018,0,16,16
2837,PH013316000,San Juan,Mangkhut,2018,28,483,511
2838,PH013317000,Santo Tomas,Mangkhut,2018,10,152,162
2839,PH013318000,Santol,Mangkhut,2018,34,311,345
2840,PH013319000,Sudipen,Mangkhut,2018,2,8,10
2841,PH015501000,Agno,Mangkhut,2018,0,241,241
2842,PH015502000,Aguilar,Mangkhut,2018,42,319,361
2843,PH015504000,Alcala,Mangkhut,2018,0,3,3
2844,PH015506000,Asingan,Mangkhut,2018,5,21,26
2845,PH015507000,Balungao,Mangkhut,2018,0,57,57
2846,PH015509000,Basista,Mangkhut,2018,0,28,28
2847,PH015510000,Bautista,Mangkhut,2018,0,1,1
2848,PH015512000,Binalonan,Mangkhut,2018,1,2,3
2849,PH015515000,Bugallon,Mangkhut,2018,3,0,3
2850,PH015515999,Burgos,Mangkhut,2018,3,292,295
2851,PH015517000,Calasiao,Mangkhut,2018,5,33,38
2852,PH015518000,Dagupan City,Mangkhut,2018,48,791,839
2853,PH015520000,Infanta,Mangkhut,2018,8,17,25
2854,PH015548000,Laoac,Mangkhut,2018,5,116,121
2855,PH015522000,LINGAYEN (Capital),Mangkhut,2018,82,1192,1274
2856,PH015523000,Mabini,Mangkhut,2018,9,792,801
2857,PH015524000,Malasiqui,Mangkhut,2018,0,2,2
2858,PH015525000,Manaoag,Mangkhut,2018,0,2,2
2859,PH015526000,Mangaldan,Mangkhut,2018,21,71,92
2860,PH015527000,Mangatarem,Mangkhut,2018,5,160,165
2861,PH015528000,Mapandan,Mangkhut,2018,0,6,6
2862,PH015530000,POZORRUBIO,Mangkhut,2018,2,1,3
2863,PH015532000,San Carlos City,Mangkhut,2018,1,52,53
2864,PH015533000,San Fabian,Mangkhut,2018,60,380,440
2865,PH015535000,San Manuel,Mangkhut,2018,1,33,34
2866,PH015535999,San Nicolas ,Mangkhut,2018,11,3,14
2867,PH015537000,San Quintin,Mangkhut,2018,2,1,3
2868,PH015538000,Santa Barbara,Mangkhut,2018,73,190,263
2869,PH015539999,Santo Tomas ,Mangkhut,2018,1,0,1
2870,PH015543000,Tayug,Mangkhut,2018,2,5,7
2871,PH015547000,Villasis,Mangkhut,2018,6,33,39
2872,PH021501000,Abulug,Mangkhut,2018,595,6037,6632
2873,PH021501999,Alcala,Mangkhut,2018,970,8423,9393
2874,PH021503000,Allacapan,Mangkhut,2018,1103,5338,6441
2875,PH021504000,Amulung,Mangkhut,2018,2084,9340,11424
2876,PH021505000,Aparri,Mangkhut,2018,897,9206,10103
2877,PH021506000,Baggao,Mangkhut,2018,2249,13143,15392
2878,PH021507000,Ballesteros,Mangkhut,2018,818,5880,6698
2879,PH021508000,Buguey,Mangkhut,2018,434,3114,3548
2880,PH021509000,Calayan,Mangkhut,2018,11,221,232
2881,PH021510000,Camalaniugan,Mangkhut,2018,349,2901,3250
2882,PH021511000,Claveria,Mangkhut,2018,115,2305,2420
2883,PH021512000,Enrile,Mangkhut,2018,118,2563,2681
2884,PH021513000,Gattaran,Mangkhut,2018,1250,9587,10837
2885,PH021514000,Gonzaga,Mangkhut,2018,1225,6992,8217
2886,PH021515000,Iguig,Mangkhut,2018,525,6835,7360
2887,PH021516000,LAL-LO,Mangkhut,2018,690,6982,7672
2888,PH021517000,Lasam,Mangkhut,2018,939,5527,6466
2889,PH021518000,Pamplona,Mangkhut,2018,143,1943,2086
2890,PH021519000,Peñablanca,Mangkhut,2018,479,6217,6696
2891,PH021520000,Piat,Mangkhut,2018,453,3237,3690
2892,PH021521000,Rizal,Mangkhut,2018,325,3587,3912
2893,PH021526000,SANTO NIÑO (FAIRE),Mangkhut,2018,238,4138,4376
2894,PH021523000,Santa Ana,Mangkhut,2018,337,4295,4632
2895,PH021524000,Santa Praxedes,Mangkhut,2018,34,470,504
2896,PH021525000,Santa Teresita,Mangkhut,2018,179,2479,2658
2897,PH021526000,Santo Niño (Faire),Mangkhut,2018,577,5677,6254
2898,PH021527000,Solana,Mangkhut,2018,582,9166,9748
2899,PH021528000,Tuao,Mangkhut,2018,386,10270,10656
2900,PH021529000,Tuguegarao City (capital),Mangkhut,2018,580,7694,8274
2901,PH023101000,Alicia,Mangkhut,2018,18,91,109
2902,PH023102000,Angadanan,Mangkhut,2018,8,129,137
2903,PH023103000,Aurora,Mangkhut,2018,3,151,154
2904,PH023104000,Benito Soliven,Mangkhut,2018,0,182,182
2905,PH012806000,Burgos,Mangkhut,2018,4,319,323
2906,PH023106000,Cabagan,Mangkhut,2018,45,707,752
2907,PH023107000,Cabatuan,Mangkhut,2018,17,350,367
2908,PH023108000,City of Cauayan,Mangkhut,2018,19,356,375
2909,PH023109000,Cordon,Mangkhut,2018,0,22,22
2910,PH023118000,Delfin Albano (Magsaysay),Mangkhut,2018,2,558,560
2911,PH023111000,Divilacan,Mangkhut,2018,18,207,225
2912,PH023112000,Echague,Mangkhut,2018,2,1,3
2913,PH023113000,Gamu,Mangkhut,2018,11,259,270
2914,PH023114000,ILAGAN CITY (Capital),Mangkhut,2018,20,313,333
2915,PH013310000,Luna,Mangkhut,2018,11,249,260
2916,PH023117000,Maconacon,Mangkhut,2018,16,159,175
2917,PH023119000,Mallig,Mangkhut,2018,5,249,254
2918,PH013311000,Naguilian,Mangkhut,2018,4,92,96
2919,PH023121000,Palanan,Mangkhut,2018,10,814,824
2920,PH023122000,Quezon,Mangkhut,2018,21,445,466
2921,PH023124000,Ramon,Mangkhut,2018,0,2,2
2922,PH023125000,Reina Mercedes,Mangkhut,2018,2,75,77
2923,PH023126000,Roxas,Mangkhut,2018,9,304,313
2924,PH023127000,San Agustin,Mangkhut,2018,1,21,22
2925,PH023128000,San Guillermo,Mangkhut,2018,13,7,20
2926,PH023129000,San Isidro,Mangkhut,2018,2,2,4
2927,PH015535000,San Manuel,Mangkhut,2018,16,189,205
2928,PH023131000,San Mariano,Mangkhut,2018,0,97,97
2929,PH023132000,San Mateo,Mangkhut,2018,0,18,18
2930,PH023133000,San Pablo,Mangkhut,2018,2,29,31
2931,PH012926000,Santa Maria,Mangkhut,2018,33,281,314
2932,PH013317000,Santo Tomas,Mangkhut,2018,57,538,595
2933,PH023137000,Tumauini,Mangkhut,2018,4,143,147
2934,PH025001000,Ambaguio,Mangkhut,2018,1,65,66
2935,PH025002000,Aritao,Mangkhut,2018,2,154,156
2936,PH025003000,Bagabag,Mangkhut,2018,0,5,5
2937,PH025004000,Bambang,Mangkhut,2018,2,20,22
2938,PH025005000,Bayombong (capital),Mangkhut,2018,4,129,133
2939,PH025006000,Diadi,Mangkhut,2018,3,13,16
2940,PH025007000,Dupax del Norte,Mangkhut,2018,0,16,16
2941,PH025008000,Dupax del Sur,Mangkhut,2018,4,21,25
2942,PH025009000,Kasibu,Mangkhut,2018,0,43,43
2943,PH025010000,Kayapa,Mangkhut,2018,7,283,290
2944,PH023122000,Quezon,Mangkhut,2018,0,57,57
2945,PH025012000,Santa Fe,Mangkhut,2018,6,211,217
2946,PH025013000,Solano,Mangkhut,2018,2,159,161
2947,PH025701000,Aglipay,Mangkhut,2018,0,84,84
2948,PH025702000,Cabarroguis (capital),Mangkhut,2018,4,116,120
2949,PH025703000,Diffun,Mangkhut,2018,8,55,63
2950,PH025704000,Maddela,Mangkhut,2018,0,2,2
2951,PH025706000,Nagtipunan,Mangkhut,2018,0,5,5
2952,PH037701000,Baler (capital),Mangkhut,2018,0,1,1
2953,PH037702000,Casiguran,Mangkhut,2018,0,6,6
2954,PH030802000,Bagac,Mangkhut,2018,0,4,4
2955,PH030805000,Hermosa,Mangkhut,2018,0,5,5
2956,PH030807000,Mariveles,Mangkhut,2018,0,5,5
2957,PH030808000,Morong,Mangkhut,2018,0,7,7
2958,PH030810000,Orion,Mangkhut,2018,0,3,3
2959,PH031402000,Balagtas (Bigaa),Mangkhut,2018,1,4,5
2960,PH031407000,Calumpit,Mangkhut,2018,1,100,101
2961,PH031410000,City of Malolos (capital),Mangkhut,2018,4,1,5
2962,PH031420000,City of San Jose del Monte,Mangkhut,2018,0,7,7
2963,PH034905000,Carranglan,Mangkhut,2018,13,148,161
2964,PH034906000,Cuyapo,Mangkhut,2018,1,5,6
2965,PH034920000,Pantabangan,Mangkhut,2018,2,4,6
2966,PH034921000,Peñaranda,Mangkhut,2018,0,2,2
2967,PH034922999,Rizal,Mangkhut,2018,0,19,19
2968,PH035402000,Apalit,Mangkhut,2018,0,2,2
2969,PH035405000,Candaba,Mangkhut,2018,0,1,1
2970,PH035413000,Mexico,Mangkhut,2018,0,5,5
2971,PH035417000,San Luis,Mangkhut,2018,0,3,3
